,AÑO,INEGI,NOM_ENTDIAD,NOM_MUNICIPIO,MODALIDAD,SUBTIPO_CRIMEN,ID_ENTIDAD,ID_MUNICIPIO,ENERO,FEBRERO,MARZO,ABRIL,MAYO,JUNIO,JULIO,AGOSTO,SEPTIEMBRE,OCTUBRE,NOVIEMBRE,DICIEMBRE,TOTAL_ROBOS_AÑO,CVEGEO,CVE_ENT,CVE_MUN,NOMGEO
1987,2017,28009,TAMAULIPAS,CIUDAD MADERO,ROBO COMUN,A NEGOCIO,28,9,20.0,18.0,4.0,10.0,13.0,12.0,3.0,6.0,10.0,9.0,6.0,5.0,116.0,28009,28,9,Ciudad Madero
400,2017,12035,GUERRERO,IGUALA DE LA INDEPENDENCIA,ROBO COMUN,A NEGOCIO,12,35,3.0,2.0,2.0,4.0,1.0,4.0,9.0,6.0,6.0,30.0,26.0,22.0,115.0,12035,12,35,Iguala de la Independencia
49,2017,5018,COAHUILA,MONCLOVA,ROBO COMUN,A NEGOCIO,5,18,11.0,14.0,11.0,6.0,5.0,12.0,9.0,8.0,4.0,4.0,13.0,18.0,115.0,05018,5,18,Monclova
1883,2017,25012,SINALOA,MAZATLAN,ROBO COMUN,A NEGOCIO,25,12,9.0,15.0,9.0,5.0,22.0,8.0,7.0,5.0,2.0,13.0,5.0,9.0,109.0,25012,25,12,Mazatlán
497,2017,13051,HIDALGO,MINERAL DE LA REFORMA,ROBO COMUN,A NEGOCIO,13,51,4.0,8.0,23.0,13.0,10.0,12.0,11.0,6.0,3.0,3.0,5.0,10.0,108.0,13051,13,51,Mineral de la Reforma
523,2017,13077,HIDALGO,TULANCINGO DE BRAVO,ROBO COMUN,A NEGOCIO,13,77,15.0,4.0,16.0,11.0,11.0,12.0,9.0,7.0,7.0,3.0,8.0,5.0,108.0,13077,13,77,Tulancingo de Bravo
1907,2017,26018,SONORA,CAJEME,ROBO COMUN,A NEGOCIO,26,18,10.0,4.0,9.0,7.0,10.0,11.0,3.0,10.0,4.0,17.0,13.0,8.0,106.0,26018,26,18,Cajeme
679,2017,15024,MEXICO,CUAUTITLAN,ROBO COMUN,A NEGOCIO,15,24,6.0,6.0,6.0,3.0,2.0,7.0,16.0,6.0,16.0,11.0,13.0,11.0,103.0,15024,15,24,Cuautitlán
553,2017,14023,JALISCO,ZAPOTLAN EL GRANDE,ROBO COMUN,A NEGOCIO,14,23,10.0,6.0,9.0,6.0,6.0,14.0,8.0,11.0,9.0,15.0,4.0,3.0,101.0,14023,14,23,Zapotlán el Grande
1686,2017,21119,PUEBLA,SAN ANDRES CHOLULA,ROBO COMUN,A NEGOCIO,21,119,6.0,6.0,10.0,8.0,10.0,14.0,9.0,10.0,3.0,6.0,13.0,5.0,100.0,21119,21,119,San Andrés Cholula
1803,2017,23001,QUINTANA ROO,COZUMEL,ROBO COMUN,A NEGOCIO,23,1,2.0,1.0,8.0,2.0,7.0,19.0,16.0,9.0,14.0,9.0,6.0,6.0,99.0,23001,23,1,Cozumel
1932,2017,26043,SONORA,NOGALES,ROBO COMUN,A NEGOCIO,26,43,11.0,11.0,13.0,14.0,7.0,4.0,6.0,5.0,6.0,7.0,7.0,8.0,99.0,26043,26,43,Nogales
763,2017,15108,MEXICO,TULTEPEC,ROBO COMUN,A NEGOCIO,15,108,9.0,5.0,5.0,3.0,5.0,6.0,15.0,14.0,10.0,10.0,10.0,5.0,97.0,15108,15,108,Tultepec
322,2017,11003,GUANAJUATO,SAN MIGUEL DE ALLENDE,ROBO COMUN,A NEGOCIO,11,3,6.0,6.0,13.0,5.0,8.0,7.0,15.0,3.0,9.0,6.0,8.0,10.0,96.0,11003,11,3,San Miguel de Allende
911,2017,17018,MORELOS,TEMIXCO,ROBO COMUN,A NEGOCIO,17,18,11.0,9.0,8.0,10.0,8.0,9.0,7.0,9.0,12.0,3.0,2.0,7.0,95.0,17018,17,18,Temixco
522,2017,13076,HIDALGO,TULA DE ALLENDE,ROBO COMUN,A NEGOCIO,13,76,17.0,4.0,12.0,6.0,10.0,9.0,5.0,15.0,8.0,4.0,2.0,2.0,94.0,13076,13,76,Tula de Allende
56,2017,5025,COAHUILA,PIEDRAS NEGRAS,ROBO COMUN,A NEGOCIO,5,25,12.0,13.0,2.0,4.0,1.0,1.0,7.0,7.0,7.0,18.0,15.0,6.0,93.0,05025,5,25,Piedras Negras
1582,2017,21015,PUEBLA,AMOZOC,ROBO COMUN,A NEGOCIO,21,15,9.0,5.0,8.0,9.0,8.0,3.0,4.0,3.0,15.0,8.0,11.0,9.0,92.0,21015,21,15,Amozoc
1382,2017,20385,OAXACA,SANTA CRUZ XOXOCOTLAN,ROBO COMUN,A NEGOCIO,20,385,4.0,1.0,8.0,9.0,10.0,7.0,7.0,14.0,7.0,10.0,7.0,8.0,92.0,20385,20,385,Santa Cruz Xoxocotlán
1040,2017,20043,OAXACA,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,ROBO COMUN,A NEGOCIO,20,43,5.0,5.0,8.0,8.0,8.0,7.0,6.0,18.0,9.0,6.0,4.0,7.0,91.0,20043,20,43,Juchitán de Zaragoza
1723,2017,21156,PUEBLA,TEHUACAN,ROBO COMUN,A NEGOCIO,21,156,3.0,7.0,3.0,5.0,9.0,11.0,10.0,9.0,8.0,4.0,14.0,7.0,90.0,21156,21,156,Tehuacán
2255,2017,30174,VERACRUZ,TIERRA BLANCA,ROBO COMUN,A NEGOCIO,30,174,16.0,14.0,10.0,9.0,13.0,7.0,8.0,1.0,2.0,1.0,5.0,4.0,90.0,30174,30,174,Tierra Blanca
214,2017,8017,CHIHUAHUA,CUAUHTEMOC,ROBO COMUN,A NEGOCIO,8,17,2.0,4.0,2.0,11.0,10.0,8.0,6.0,7.0,8.0,11.0,10.0,9.0,88.0,08017,8,17,Cuauhtémoc
1973,2017,27012,TABASCO,MACUSPANA,ROBO COMUN,A NEGOCIO,27,12,11.0,6.0,8.0,12.0,3.0,10.0,9.0,9.0,6.0,2.0,6.0,6.0,88.0,27012,27,12,Macuspana
888,2017,16108,MICHOACAN,ZAMORA,ROBO COMUN,A NEGOCIO,16,108,7.0,5.0,11.0,2.0,5.0,5.0,11.0,4.0,6.0,15.0,16.0,0.0,87.0,16108,16,108,Zamora
333,2017,11014,GUANAJUATO,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,ROBO COMUN,A NEGOCIO,11,14,6.0,9.0,11.0,9.0,6.0,10.0,3.0,9.0,4.0,8.0,6.0,5.0,86.0,11014,11,14,Dolores Hidalgo Cuna de la Independencia Nacional
1967,2017,27006,TABASCO,CUNDUACAN,ROBO COMUN,A NEGOCIO,27,6,11.0,3.0,5.0,9.0,6.0,14.0,15.0,7.0,2.0,8.0,3.0,2.0,85.0,27006,27,6,Cunduacán
2186,2017,30105,VERACRUZ,MEDELLIN,ROBO COMUN,A NEGOCIO,30,105,8.0,7.0,6.0,6.0,15.0,11.0,7.0,4.0,4.0,9.0,5.0,2.0,84.0,30105,30,105,Medellín de Bravo
623,2017,14093,JALISCO,TEPATITLAN DE MORELOS,ROBO COMUN,A NEGOCIO,14,93,10.0,14.0,5.0,4.0,1.0,5.0,4.0,10.0,9.0,12.0,4.0,6.0,84.0,14093,14,93,Tepatitlán de Morelos
229,2017,8032,CHIHUAHUA,HIDALGO DEL PARRAL,ROBO COMUN,A NEGOCIO,8,32,7.0,5.0,3.0,4.0,3.0,2.0,8.0,14.0,6.0,10.0,16.0,5.0,83.0,08032,8,32,Hidalgo del Parral
1981,2017,28003,TAMAULIPAS,ALTAMIRA,ROBO COMUN,A NEGOCIO,28,3,4.0,11.0,3.0,4.0,18.0,2.0,5.0,9.0,2.0,9.0,3.0,10.0,80.0,28003,28,3,Altamira
773,2017,15118,MEXICO,ZINACANTEPEC,ROBO COMUN,A NEGOCIO,15,118,8.0,11.0,6.0,2.0,9.0,4.0,4.0,8.0,6.0,6.0,5.0,8.0,77.0,15118,15,118,Zinacantepec
694,2017,15039,MEXICO,IXTAPALUCA,ROBO COMUN,A NEGOCIO,15,39,2.0,7.0,6.0,0.0,8.0,5.0,10.0,12.0,9.0,8.0,5.0,4.0,76.0,15039,15,39,Ixtapaluca
330,2017,11011,GUANAJUATO,CORTAZAR,ROBO COMUN,A NEGOCIO,11,11,7.0,2.0,6.0,3.0,10.0,7.0,3.0,7.0,2.0,7.0,13.0,9.0,76.0,11011,11,11,Cortazar
2270,2017,30189,VERACRUZ,TUXPAN,ROBO COMUN,A NEGOCIO,30,189,7.0,13.0,10.0,5.0,4.0,3.0,2.0,6.0,5.0,7.0,6.0,4.0,72.0,30189,30,189,Tuxpan
23,2017,4003,CAMPECHE,CARMEN,ROBO COMUN,A NEGOCIO,4,3,9.0,3.0,2.0,6.0,7.0,6.0,7.0,6.0,6.0,4.0,8.0,7.0,71.0,04003,4,3,Carmen
1931,2017,26042,SONORA,NAVOJOA,ROBO COMUN,A NEGOCIO,26,42,1.0,0.0,4.0,3.0,9.0,8.0,10.0,8.0,8.0,6.0,5.0,9.0,71.0,26042,26,42,Navojoa
922,2017,17029,MORELOS,YAUTEPEC,ROBO COMUN,A NEGOCIO,17,29,7.0,6.0,12.0,2.0,5.0,8.0,7.0,7.0,8.0,2.0,3.0,3.0,70.0,17029,17,29,Yautepec
10,2017,1011,AGUASCALIENTES,SAN FRANCISCO DE LOS ROMO,ROBO COMUN,A NEGOCIO,1,11,3.0,4.0,15.0,0.0,4.0,6.0,1.0,3.0,4.0,4.0,13.0,13.0,70.0,01011,1,11,San Francisco de los Romo
2026,2017,29005,TLAXCALA,APIZACO,ROBO COMUN,A NEGOCIO,29,5,8.0,7.0,7.0,3.0,11.0,5.0,3.0,7.0,6.0,8.0,2.0,2.0,69.0,29005,29,5,Apizaco
1833,2017,24020,SAN LUIS POTOSI,MATEHUALA,ROBO COMUN,A NEGOCIO,24,20,0.0,5.0,4.0,7.0,10.0,5.0,5.0,3.0,6.0,8.0,8.0,7.0,68.0,24020,24,20,Matehuala
1699,2017,21132,PUEBLA,SAN MARTIN TEXMELUCAN,ROBO COMUN,A NEGOCIO,21,132,2.0,3.0,0.0,5.0,9.0,5.0,4.0,2.0,7.0,6.0,10.0,15.0,68.0,21132,21,132,San Martín Texmelucan
515,2017,13069,HIDALGO,TIZAYUCA,ROBO COMUN,A NEGOCIO,13,69,6.0,4.0,1.0,5.0,9.0,9.0,5.0,1.0,1.0,9.0,11.0,6.0,67.0,13069,13,69,Tizayuca
1076,2017,20079,OAXACA,SALINA CRUZ,ROBO COMUN,A NEGOCIO,20,79,5.0,4.0,3.0,3.0,8.0,7.0,10.0,5.0,4.0,13.0,2.0,3.0,67.0,20079,20,79,Salina Cruz
48,2017,5017,COAHUILA,MATAMOROS,ROBO COMUN,A NEGOCIO,5,17,6.0,3.0,3.0,1.0,4.0,5.0,7.0,10.0,2.0,5.0,16.0,5.0,67.0,05017,5,17,Matamoros
324,2017,11005,GUANAJUATO,APASEO EL GRANDE,ROBO COMUN,A NEGOCIO,11,5,8.0,2.0,9.0,3.0,9.0,6.0,8.0,9.0,4.0,3.0,1.0,4.0,66.0,11005,11,5,Apaseo el Grande
706,2017,15051,MEXICO,LERMA,ROBO COMUN,A NEGOCIO,15,51,9.0,3.0,2.0,6.0,2.0,8.0,5.0,3.0,7.0,5.0,7.0,9.0,66.0,15051,15,51,Lerma
507,2017,13061,HIDALGO,TEPEAPULCO,ROBO COMUN,A NEGOCIO,13,61,3.0,1.0,2.0,13.0,12.0,4.0,2.0,7.0,4.0,6.0,8.0,4.0,66.0,13061,13,61,Tepeapulco
1872,2017,25001,SINALOA,AHOME,ROBO COMUN,A NEGOCIO,25,1,0.0,5.0,5.0,5.0,7.0,5.0,6.0,9.0,7.0,6.0,1.0,9.0,65.0,25001,25,1,Ahome
1971,2017,27010,TABASCO,JALPA DE MENDEZ,ROBO COMUN,A NEGOCIO,27,10,3.0,3.0,3.0,3.0,8.0,10.0,5.0,0.0,8.0,7.0,9.0,5.0,64.0,27010,27,10,Jalpa de Méndez
1181,2017,20184,OAXACA,SAN JUAN BAUTISTA TUXTEPEC,ROBO COMUN,A NEGOCIO,20,184,2.0,3.0,6.0,8.0,9.0,6.0,1.0,4.0,7.0,5.0,4.0,8.0,63.0,20184,20,184,San Juan Bautista Tuxtepec
1586,2017,21019,PUEBLA,ATLIXCO,ROBO COMUN,A NEGOCIO,21,19,4.0,4.0,10.0,4.0,4.0,8.0,3.0,6.0,9.0,5.0,0.0,6.0,63.0,21019,21,19,Atlixco
832,2017,16052,MICHOACAN,LAZARO CARDENAS,ROBO COMUN,A NEGOCIO,16,52,6.0,10.0,9.0,5.0,4.0,4.0,6.0,3.0,1.0,2.0,8.0,3.0,61.0,16052,16,52,Lázaro Cárdenas
2416,2017,32017,ZACATECAS,GUADALUPE,ROBO COMUN,A NEGOCIO,32,17,0.0,3.0,6.0,7.0,7.0,10.0,2.0,1.0,10.0,6.0,5.0,4.0,61.0,32017,32,17,Guadalupe
786,2017,16006,MICHOACAN,APATZINGAN,ROBO COMUN,A NEGOCIO,16,6,5.0,3.0,2.0,4.0,5.0,6.0,3.0,7.0,7.0,10.0,7.0,2.0,61.0,16006,16,6,Apatzingán
2409,2017,32010,ZACATECAS,FRESNILLO,ROBO COMUN,A NEGOCIO,32,10,5.0,4.0,11.0,6.0,4.0,9.0,5.0,6.0,1.0,1.0,3.0,5.0,60.0,32010,32,10,Fresnillo
2455,2017,32056,ZACATECAS,ZACATECAS,ROBO COMUN,A NEGOCIO,32,56,3.0,4.0,4.0,5.0,4.0,6.0,3.0,4.0,8.0,8.0,7.0,4.0,60.0,32056,32,56,Zacatecas
657,2017,15002,MEXICO,ACOLMAN,ROBO COMUN,A NEGOCIO,15,2,19.0,3.0,3.0,8.0,0.0,5.0,5.0,4.0,3.0,0.0,4.0,5.0,59.0,15002,15,2,Acolman
2205,2017,30124,VERACRUZ,PAPANTLA,ROBO COMUN,A NEGOCIO,30,124,1.0,0.0,0.0,3.0,6.0,4.0,3.0,5.0,3.0,9.0,13.0,11.0,58.0,30124,30,124,Papantla
943,2017,18017,NAYARIT,TEPIC,ROBO COMUN,A NEGOCIO,18,17,12.0,4.0,6.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,58.0,18017,18,17,Tepic
965,2017,19019,NUEVO LEON,SAN PEDRO GARZA GARCIA,ROBO COMUN,A NEGOCIO,19,19,8.0,6.0,9.0,3.0,3.0,4.0,7.0,2.0,0.0,5.0,5.0,4.0,56.0,19019,19,19,San Pedro Garza García
731,2017,15076,MEXICO,SAN MATEO ATENCO,ROBO COMUN,A NEGOCIO,15,76,6.0,6.0,1.0,7.0,5.0,6.0,2.0,3.0,4.0,7.0,3.0,4.0,54.0,15076,15,76,San Mateo Atenco
2119,2017,30038,VERACRUZ,COATEPEC,ROBO COMUN,A NEGOCIO,30,38,0.0,4.0,8.0,7.0,5.0,5.0,9.0,6.0,3.0,2.0,2.0,3.0,54.0,30038,30,38,Coatepec
754,2017,15099,MEXICO,TEXCOCO,ROBO COMUN,A NEGOCIO,15,99,2.0,3.0,1.0,0.0,2.0,5.0,3.0,10.0,7.0,10.0,3.0,8.0,54.0,15099,15,99,Texcoco
2034,2017,29013,TLAXCALA,HUAMANTLA,ROBO COMUN,A NEGOCIO,29,13,2.0,4.0,11.0,2.0,3.0,4.0,3.0,4.0,4.0,5.0,8.0,3.0,53.0,29013,29,13,Huamantla
208,2017,8011,CHIHUAHUA,CAMARGO,ROBO COMUN,A NEGOCIO,8,11,10.0,10.0,4.0,2.0,2.0,10.0,2.0,4.0,3.0,2.0,1.0,3.0,53.0,08011,8,11,Camargo
449,2017,13003,HIDALGO,ACTOPAN,ROBO COMUN,A NEGOCIO,13,3,13.0,6.0,5.0,1.0,1.0,0.0,6.0,5.0,1.0,8.0,3.0,4.0,53.0,13003,13,3,Actopan
157,2017,7078,CHIAPAS,SAN CRISTOBAL DE LAS CASAS,ROBO COMUN,A NEGOCIO,7,78,5.0,5.0,1.0,4.0,3.0,3.0,6.0,9.0,3.0,8.0,4.0,2.0,53.0,07078,7,78,San Cristóbal de las Casas
560,2017,14030,JALISCO,CHAPALA,ROBO COMUN,A NEGOCIO,14,30,6.0,4.0,8.0,2.0,8.0,7.0,4.0,6.0,2.0,1.0,2.0,2.0,52.0,14030,14,30,Chapala
350,2017,11031,GUANAJUATO,SAN FRANCISCO DEL RINCON,ROBO COMUN,A NEGOCIO,11,31,10.0,4.0,6.0,4.0,5.0,7.0,6.0,3.0,0.0,3.0,1.0,3.0,52.0,11031,11,31,San Francisco del Rincón
459,2017,13013,HIDALGO,ATOTONILCO DE TULA,ROBO COMUN,A NEGOCIO,13,13,5.0,3.0,0.0,5.0,8.0,8.0,0.0,11.0,2.0,4.0,2.0,3.0,51.0,13013,13,13,Atotonilco de Tula
58,2017,5027,COAHUILA,RAMOS ARIZPE,ROBO COMUN,A NEGOCIO,5,27,4.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,7.0,7.0,7.0,4.0,51.0,05027,5,27,Ramos Arizpe
1975,2017,27014,TABASCO,PARAISO,ROBO COMUN,A NEGOCIO,27,14,6.0,0.0,1.0,1.0,6.0,6.0,1.0,7.0,4.0,8.0,11.0,0.0,51.0,27014,27,14,Paraíso
2183,2017,30102,VERACRUZ,MARTINEZ DE LA TORRE,ROBO COMUN,A NEGOCIO,30,102,2.0,6.0,6.0,6.0,5.0,0.0,7.0,3.0,2.0,6.0,5.0,2.0,50.0,30102,30,102,Martínez de la Torre
955,2017,19009,NUEVO LEON,CADEREYTA JIMENEZ,ROBO COMUN,A NEGOCIO,19,9,1.0,2.0,5.0,1.0,3.0,5.0,7.0,7.0,8.0,5.0,1.0,5.0,50.0,19009,19,9,Cadereyta Jiménez
2084,2017,30003,VERACRUZ,ACAYUCAN,ROBO COMUN,A NEGOCIO,30,3,2.0,5.0,7.0,4.0,4.0,9.0,3.0,3.0,5.0,5.0,3.0,0.0,50.0,30003,30,3,Acayucan
1652,2017,21085,PUEBLA,IZUCAR DE MATAMOROS,ROBO COMUN,A NEGOCIO,21,85,3.0,0.0,10.0,6.0,4.0,5.0,4.0,2.0,2.0,7.0,5.0,1.0,49.0,21085,21,85,Izúcar de Matamoros
750,2017,15095,MEXICO,TEPOTZOTLAN,ROBO COMUN,A NEGOCIO,15,95,5.0,3.0,2.0,2.0,3.0,3.0,1.0,4.0,4.0,5.0,8.0,9.0,49.0,15095,15,95,Tepotzotlán
613,2017,14083,JALISCO,TALA,ROBO COMUN,A NEGOCIO,14,83,3.0,6.0,2.0,2.0,2.0,4.0,6.0,6.0,0.0,8.0,7.0,2.0,48.0,14083,14,83,Tala
2199,2017,30118,VERACRUZ,ORIZABA,ROBO COMUN,A NEGOCIO,30,118,4.0,5.0,3.0,4.0,3.0,6.0,0.0,6.0,1.0,8.0,2.0,6.0,48.0,30118,30,118,Orizaba
654,2017,14124,JALISCO,ZAPOTLANEJO,ROBO COMUN,A NEGOCIO,14,124,3.0,6.0,4.0,3.0,0.0,6.0,7.0,5.0,6.0,4.0,1.0,2.0,47.0,14124,14,124,Zapotlanejo
98,2017,7019,CHIAPAS,COMITAN DE DOMINGUEZ,ROBO COMUN,A NEGOCIO,7,19,6.0,5.0,9.0,7.0,4.0,6.0,4.0,2.0,0.0,3.0,0.0,1.0,47.0,07019,7,19,Comitán de Domínguez
2285,2017,30204,VERACRUZ,AGUA DULCE,ROBO COMUN,A NEGOCIO,30,204,15.0,0.0,3.0,3.0,7.0,5.0,5.0,4.0,1.0,1.0,3.0,0.0,47.0,30204,30,204,Agua Dulce
1036,2017,20039,OAXACA,HEROICA CIUDAD DE HUAJUAPAN DE LEON,ROBO COMUN,A NEGOCIO,20,39,6.0,4.0,1.0,2.0,7.0,7.0,3.0,1.0,4.0,7.0,3.0,2.0,47.0,20039,20,39,Heroica Ciudad de Huajuapan de León
347,2017,11028,GUANAJUATO,SALVATIERRA,ROBO COMUN,A NEGOCIO,11,28,5.0,2.0,5.0,3.0,1.0,4.0,4.0,4.0,6.0,2.0,5.0,4.0,45.0,11028,11,28,Salvatierra
361,2017,11042,GUANAJUATO,VALLE DE SANTIAGO,ROBO COMUN,A NEGOCIO,11,42,3.0,4.0,6.0,1.0,6.0,6.0,3.0,4.0,2.0,1.0,3.0,6.0,45.0,11042,11,42,Valle de Santiago
6,2017,1007,AGUASCALIENTES,RINCON DE ROMOS,ROBO COMUN,A NEGOCIO,1,7,3.0,4.0,3.0,3.0,6.0,4.0,4.0,3.0,3.0,3.0,6.0,3.0,45.0,01007,1,7,Rincón de Romos
746,2017,15091,MEXICO,TEOLOYUCAN,ROBO COMUN,A NEGOCIO,15,91,5.0,2.0,1.0,9.0,2.0,2.0,6.0,1.0,4.0,9.0,2.0,1.0,44.0,15091,15,91,Teoloyucan
2209,2017,30128,VERACRUZ,PEROTE,ROBO COMUN,A NEGOCIO,30,128,2.0,1.0,4.0,3.0,8.0,3.0,3.0,3.0,5.0,5.0,3.0,4.0,44.0,30128,30,128,Perote
2031,2017,29010,TLAXCALA,CHIAUTEMPAN,ROBO COMUN,A NEGOCIO,29,10,10.0,2.0,7.0,5.0,1.0,1.0,1.0,3.0,4.0,7.0,2.0,0.0,43.0,29010,29,10,Chiautempan
583,2017,14053,JALISCO,LAGOS DE MORENO,ROBO COMUN,A NEGOCIO,14,53,5.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,5.0,6.0,5.0,42.0,14053,14,53,Lagos de Moreno
351,2017,11032,GUANAJUATO,SAN JOSE ITURBIDE,ROBO COMUN,A NEGOCIO,11,32,4.0,3.0,2.0,4.0,4.0,5.0,4.0,7.0,2.0,1.0,1.0,4.0,41.0,11032,11,32,San José Iturbide
979,2017,19033,NUEVO LEON,LINARES,ROBO COMUN,A NEGOCIO,19,33,2.0,1.0,2.0,4.0,11.0,3.0,4.0,4.0,2.0,4.0,2.0,2.0,41.0,19033,19,33,Linares
690,2017,15035,MEXICO,HUEHUETOCA,ROBO COMUN,A NEGOCIO,15,35,16.0,4.0,2.0,1.0,6.0,0.0,2.0,1.0,1.0,4.0,2.0,2.0,41.0,15035,15,35,Huehuetoca
2142,2017,30061,VERACRUZ,LAS CHOAPAS,ROBO COMUN,A NEGOCIO,30,61,4.0,6.0,9.0,1.0,3.0,5.0,5.0,3.0,0.0,2.0,0.0,3.0,41.0,30061,30,61,Las Choapas
660,2017,15005,MEXICO,ALMOLOYA DE JUAREZ,ROBO COMUN,A NEGOCIO,15,5,4.0,2.0,0.0,3.0,5.0,2.0,2.0,7.0,1.0,4.0,6.0,5.0,41.0,15005,15,5,Almoloya de Juárez
958,2017,19012,NUEVO LEON,CIENEGA DE FLORES,ROBO COMUN,A NEGOCIO,19,12,5.0,2.0,2.0,3.0,1.0,2.0,4.0,3.0,2.0,3.0,6.0,7.0,40.0,19012,19,12,Ciénega de Flores
352,2017,11033,GUANAJUATO,SAN LUIS DE LA PAZ,ROBO COMUN,A NEGOCIO,11,33,1.0,5.0,2.0,7.0,3.0,2.0,1.0,5.0,5.0,4.0,2.0,3.0,40.0,11033,11,33,San Luis de la Paz
538,2017,14008,JALISCO,ARANDAS,ROBO COMUN,A NEGOCIO,14,8,1.0,4.0,5.0,3.0,2.0,1.0,5.0,4.0,6.0,4.0,4.0,1.0,40.0,14008,14,8,Arandas
901,2017,17008,MORELOS,EMILIANO ZAPATA,ROBO COMUN,A NEGOCIO,17,8,6.0,4.0,4.0,3.0,7.0,1.0,3.0,2.0,3.0,3.0,1.0,2.0,39.0,17008,17,8,Emiliano Zapata
2259,2017,30178,VERACRUZ,TLACOTALPAN,ROBO COMUN,A NEGOCIO,30,178,4.0,8.0,1.0,11.0,11.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,39.0,30178,30,178,Tlacotalpan
756,2017,15101,MEXICO,TIANGUISTENCO,ROBO COMUN,A NEGOCIO,15,101,2.0,2.0,2.0,3.0,5.0,7.0,4.0,4.0,0.0,2.0,5.0,3.0,39.0,15101,15,101,Tianguistenco
1801,2017,22017,QUERETARO,TEQUISQUIAPAN,ROBO COMUN,A NEGOCIO,22,17,2.0,3.0,2.0,2.0,7.0,4.0,0.0,2.0,5.0,2.0,8.0,2.0,39.0,22017,22,17,Tequisquiapan
892,2017,16112,MICHOACAN,ZITACUARO,ROBO COMUN,A NEGOCIO,16,112,2.0,3.0,4.0,2.0,7.0,4.0,4.0,5.0,1.0,3.0,1.0,3.0,39.0,16112,16,112,Zitácuaro
2,2017,1003,AGUASCALIENTES,CALVILLO,ROBO COMUN,A NEGOCIO,1,3,4.0,2.0,1.0,2.0,4.0,1.0,3.0,4.0,6.0,5.0,4.0,3.0,39.0,01003,1,3,Calvillo
394,2017,12029,GUERRERO,CHILPANCINGO DE LOS BRAVO,ROBO COMUN,A NEGOCIO,12,29,2.0,3.0,3.0,5.0,3.0,8.0,3.0,1.0,3.0,3.0,3.0,1.0,38.0,12029,12,29,Chilpancingo de los Bravo
991,2017,19045,NUEVO LEON,SALINAS VICTORIA,ROBO COMUN,A NEGOCIO,19,45,2.0,5.0,2.0,4.0,2.0,0.0,5.0,4.0,7.0,3.0,1.0,3.0,38.0,19045,19,45,Salinas Victoria
328,2017,11009,GUANAJUATO,COMONFORT,ROBO COMUN,A NEGOCIO,11,9,4.0,7.0,6.0,3.0,0.0,2.0,1.0,1.0,4.0,5.0,0.0,4.0,37.0,11009,11,9,Comonfort
320,2017,11001,GUANAJUATO,ABASOLO,ROBO COMUN,A NEGOCIO,11,1,2.0,4.0,3.0,2.0,4.0,2.0,6.0,3.0,2.0,3.0,3.0,3.0,37.0,11001,11,1,Abasolo
1796,2017,22012,QUERETARO,PEDRO ESCOBEDO,ROBO COMUN,A NEGOCIO,22,12,4.0,5.0,1.0,4.0,3.0,3.0,5.0,1.0,0.0,4.0,1.0,6.0,37.0,22012,22,12,Pedro Escobedo
987,2017,19041,NUEVO LEON,PESQUERIA,ROBO COMUN,A NEGOCIO,19,41,5.0,3.0,1.0,2.0,5.0,6.0,1.0,4.0,2.0,4.0,3.0,1.0,37.0,19041,19,41,Pesquería
1638,2017,21071,PUEBLA,HUAUCHINANGO,ROBO COMUN,A NEGOCIO,21,71,5.0,3.0,0.0,1.0,4.0,4.0,2.0,2.0,6.0,2.0,1.0,7.0,37.0,21071,21,71,Huauchinango
272,2017,9009,CIUDAD DE MEXICO,MILPA ALTA,ROBO COMUN,A NEGOCIO,9,9,2.0,3.0,1.0,3.0,6.0,2.0,0.0,5.0,1.0,5.0,5.0,3.0,36.0,09009,9,9,Milpa Alta
509,2017,13063,HIDALGO,TEPEJI DEL RIO DE OCAMPO,ROBO COMUN,A NEGOCIO,13,63,4.0,7.0,5.0,3.0,5.0,4.0,1.0,3.0,3.0,0.0,0.0,1.0,36.0,13063,13,63,Tepeji del Río de Ocampo
5,2017,1006,AGUASCALIENTES,PABELLON DE ARTEAGA,ROBO COMUN,A NEGOCIO,1,6,5.0,1.0,4.0,2.0,2.0,3.0,4.0,0.0,2.0,5.0,3.0,5.0,36.0,01006,1,6,Pabellón de Arteaga
2054,2017,29033,TLAXCALA,TLAXCALA,ROBO COMUN,A NEGOCIO,29,33,5.0,4.0,3.0,3.0,2.0,2.0,0.0,3.0,5.0,8.0,1.0,0.0,36.0,29033,29,33,Tlaxcala
2027,2017,29006,TLAXCALA,CALPULALPAN,ROBO COMUN,A NEGOCIO,29,6,2.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,7.0,6.0,35.0,29006,29,6,Calpulalpan
